folder,2025-26,2024-25,2023-24,2022-23,2021-22,2020-21,2019-20,2018-19,2017-18,2016-17,2015-16,2014-15,2013-14,2012-13,2011-12,2010-11,2009-10,2008-09,2007-08,2006-07,2005-06,2004-05,2003-04,2002-03,2001-02
95-chico-st,30,32,31,29,25,0,29,25,28,27,26,26,29,29,0,0,0,0,0,0,0,0,0,0,0
9500-suny-poly,25,25,25,28,27,0,28,29,28,29,29,26,25,23,27,26,0,0,0,0,0,0,0,0,0
96-fresno-state,33,34,33,32,29,28,32,32,32,33,34,33,33,33,33,33,0,33,0,31,32,0,0,0,0
962-bard,25,25,23,23,23,0,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0
9630-west-va-wesleyan,2,28,27,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9630-west-virginia-wesleyan,25,28,27,25,25,17,28,27,27,26,27,27,27,27,31,0,0,0,0,0,0,0,0,0,0
966-arcadia,26,26,27,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9680-embry-riddle-fl,29,32,30,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9684-st-elizabeth,25,27,28,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97-cal-state-fullerton,32,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973-berry,27,26,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9754-uc-colo-springs,33,31,31,28,29,17,27,28,27,33,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0
98-cal-st-east-bay,28,28,28,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984-bloomfield,24,25,26,25,25,11,28,28,30,29,32,27,30,0,5,0,0,0,0,0,0,0,0,0,0
985-bluefield-st,27,30,28,40,27,19,29,35,28,30,31,31,29,0,0,0,0,0,0,0,0,0,0,0,0
99-long-beach-state,30,30,33,33,28,20,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995-caldwell,30,31,27,28,27,10,29,27,31,31,30,30,30,31,0,0,0,0,0,0,0,0,0,0,0
996-cameron,28,26,28,29,28,19,29,28,29,27,26,27,27,26,26,0,0,0,0,0,0,0,0,0,0
