folder,2025-26,2024-25,2023-24,2022-23,2021-22,2020-21,2019-20,2018-19,2017-18,2016-17,2015-16,2014-15,2013-14,2012-13,2011-12,2010-11,2009-10,2008-09,2007-08,2006-07,2005-06,2004-05,2003-04,2002-03,2001-02
213-elmira,27,26,24,26,25,6,25,25,25,25,25,25,26,25,0,0,0,0,0,0,0,0,0,0,0
21323-chestnut-hill,30,29,29,29,31,0,29,27,29,27,27,26,26,26,26,0,0,0,0,0,0,0,0,0,0
214-emerson,26,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215-emmanuel-ma,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217-emory,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21830-piedmont,27,28,25,28,27,19,28,29,29,27,28,26,26,24,0,0,0,0,0,0,0,0,0,0,0
21852-stevenson,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219-evansville,35,32,32,30,30,23,29,30,30,31,31,32,31,0,0,0,0,0,0,0,0,0,0,0,0
22-american-international,27,0,0,0,26,9,29,30,28,29,32,32,27,27,28,29,29,34,29,0,0,0,0,0,0
220-fairfield,33,33,33,30,32,16,30,31,30,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
221-fdu-florham,25,25,24,20,22,9,25,25,29,29,28,31,33,28,26,0,0,0,0,0,0,0,0,0,0
222-fairleigh-dickinson,35,33,31,32,31,24,30,30,30,30,32,30,29,29,31,0,0,0,0,0,0,0,0,0,0
22235-lewis-&-clark,25,25,24,25,25,0,24,25,26,26,25,25,0,29,29,0,0,0,0,0,0,0,0,0,0
223-fayetteville-st,27,29,32,25,25,0,29,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225-ferrum,30,27,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22626-jwu-providence,28,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228-florida-a&m,31,29,30,29,28,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229-florida-atlantic,32,32,30,30,30,22,30,30,28,29,30,30,29,29,30,28,29,29,28,31,31,0,0,0,0
22989-lyon,26,25,27,26,33,17,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-american,30,30,30,31,32,11,30,33,33,31,31,33,32,29,31,31,31,0,0,0,0,0,0,0,0
230-florida-tech,28,26,31,24,25,9,29,28,27,29,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0
23008-ozarks,26,26,27,25,22,15,25,26,25,25,23,25,26,0,0,0,0,0,0,0,0,0,0,0,0
231-fiu,33,30,33,33,31,28,29,29,29,29,31,29,33,32,34,32,0,0,0,0,0,0,0,0,0
23121-texas-dallas,27,24,26,29,23,17,29,30,29,29,26,31,27,29,27,27,26,26,26,25,25,25,24,25,25
23157-felician,32,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23260-spalding,27,26,26,25,26,7,27,27,25,24,26,27,27,0,0,0,0,0,0,0,0,0,0,0,0
233-fla-southern,31,27,29,29,30,8,30,33,29,30,32,27,27,27,31,31,5,4,0,0,0,0,0,0,0
234-florida-st,31,33,34,33,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235-florida,33,35,32,34,32,26,30,31,30,31,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0
236-fordham,30,30,29,32,29,18,32,34,34,34,31,33,33,35,30,31,30,29,29,28,28,0,0,0,0
237-fort-valley-st,27,27,26,25,24,11,27,26,27,27,27,29,28,2,0,0,0,0,0,0,0,0,0,0,0
23725-medaille,0,0,0,24,25,2,24,25,26,27,25,26,26,26,29,0,0,0,0,0,0,0,0,0,0
239-franklin-&-marshall,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-amherst,26,28,25,25,29,0,28,29,33,33,32,29,30,32,33,12,7,5,0,0,0,0,0,0,0
241-franklin-pierce,27,27,31,29,27,2,26,26,26,26,27,30,28,29,29,21,30,7,0,0,0,0,0,0,0
242-fredonia,25,24,25,23,26,0,25,27,25,26,27,24,25,24,25,0,0,0,0,0,0,0,0,0,0
243-frostburg-st,31,30,29,32,28,16,28,26,26,26,25,25,25,0,25,0,0,0,0,0,0,0,0,0,0
244-furman,31,32,31,30,34,25,31,32,32,31,30,31,31,30,18,1,2,0,2,0,0,0,0,0,0
24400-concordia-tx,25,25,24,25,26,10,26,25,27,26,26,25,26,26,0,0,0,0,0,0,0,0,0,0,0
245-gallaudet,23,29,27,25,25,0,25,27,27,25,27,25,27,24,24,28,26,6,1,1,0,0,1,2,0
246-gannon,34,35,39,34,31,14,31,31,29,28,28,29,32,36,29,0,0,0,0,0,0,0,0,0,0
24639-nova-southeastern,33,34,31,30,28,0,28,33,27,29,31,33,34,32,0,0,0,0,0,0,0,0,0,0,0
247-suny-geneseo,29,31,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248-george-mason,33,33,31,31,29,22,30,30,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249-george-washington,36,31,31,31,31,23,30,30,33,29,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0
25-angelo-st,27,30,32,33,28,14,28,32,30,32,31,27,27,26,0,0,0,0,0,0,0,0,0,0,0
251-georgetown,31,31,35,31,29,17,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253-georgia-southern,31,34,33,31,28,24,30,29,30,30,29,29,31,31,0,0,0,0,30,31,0,0,0,0,0
254-georgia-state,31,33,30,33,26,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257-georgia,32,32,30,34,31,28,31,29,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258-gettysburg,28,31,28,28,29,0,28,28,29,28,25,25,26,28,0,0,0,0,0,0,0,0,0,0,0
259-rowan,26,26,26,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260-gonzaga,34,34,36,33,34,27,31,34,33,33,33,34,34,33,34,36,34,34,34,34,30,0,0,0,0
261-grambling,32,30,33,30,31,20,29,32,33,34,30,28,31,0,30,0,0,0,0,0,0,0,0,0,0
26172-a&m-corpus-christi,29,32,32,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262-grand-valley-st,37,38,34,34,34,20,31,33,33,30,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0
263-greensboro,26,24,26,28,27,15,26,26,27,27,25,29,0,0,4,0,0,0,0,0,0,0,0,0,0
264-grinnell,24,27,24,23,22,0,25,24,22,23,24,23,23,23,23,0,0,0,0,0,0,0,0,0,0
265-grove-city,26,27,25,26,26,10,28,30,28,27,26,28,26,23,25,26,26,0,0,0,0,0,0,0,0
266-gust-adolphus,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267-hamilton,25,24,25,23,22,0,24,22,24,22,24,24,24,23,0,0,0,0,0,0,0,0,0,0,0
2678-arkansas-pine-bluff,31,28,33,31,29,21,29,24,29,30,25,29,27,31,0,0,0,0,0,0,0,0,0,0,0
268-hamline,26,27,25,27,26,6,26,25,25,25,25,25,25,26,25,0,0,0,0,0,0,0,0,0,0
2683-belmont-abbey,28,31,31,28,27,27,30,31,28,28,29,30,31,27,28,4,2,0,0,0,0,0,0,0,0
2694-franklin,28,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696-hawaii-pacific,28,26,26,28,26,14,30,32,30,28,28,30,28,1,20,0,0,0,0,0,0,0,0,0,0
2697-hawaii-hilo,27,26,26,26,24,12,26,26,23,23,25,24,24,1,0,0,0,0,0,0,0,0,0,0,0
2699-iupui,31,30,30,30,29,20,31,32,32,33,32,31,33,32,32,0,0,0,0,0,0,0,0,0,0
27-appalachian-state,30,30,32,31,26,27,30,36,31,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270-hampton,31,31,29,30,28,15,29,30,32,33,31,32,33,34,31,0,0,0,0,0,0,0,0,0,0
2707-kansas-city,30,33,42,32,32,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271-hardin-simmons,30,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711-north-florida,30,31,30,27,30,25,31,29,31,30,30,30,28,30,30,0,0,0,0,0,0,0,0,0,0
2713-oglethorpe,26,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272-hartford,27,26,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720-colorado-st-pueblo,28,29,32,29,32,16,27,29,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273-hartwick,25,24,27,24,25,0,26,28,25,26,24,25,28,30,0,0,0,0,0,0,0,0,0,0,0
2730-york-ny,19,21,19,24,18,0,26,25,24,25,26,25,26,26,25,0,0,0,0,0,0,0,0,0,0
2741-howard-payne,27,26,25,24,25,17,26,26,26,26,28,27,26,27,26,0,0,0,0,0,0,0,0,0,0
2743-incarnate-word,30,32,30,29,30,15,29,29,29,29,29,29,27,27,0,0,0,0,0,0,0,0,0,0,0
2746-lake-erie,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275-harvard,32,29,28,32,27,0,22,29,28,30,28,28,30,30,30,27,22,1,0,0,0,0,0,0,0
2751-pacific-or,25,25,26,27,27,0,26,25,24,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2755-southwest-baptist,26,26,28,28,30,19,28,28,29,29,29,27,29,8,0,0,0,0,0,0,0,0,0,0,0
2758-thomas-me,26,25,25,25,21,3,25,25,24,25,25,25,26,25,25,23,24,24,24,4,1,1,1,0,0
2759-western-colo,27,29,27,27,27,20,27,27,28,26,24,26,26,26,31,0,0,0,0,0,0,0,0,0,0
276-haverford,25,25,25,26,26,0,28,29,28,26,26,27,28,24,27,25,13,0,0,0,0,0,0,0,0
277-hawaii,33,32,31,33,30,17,30,32,30,30,32,31,31,31,0,0,0,0,0,0,0,0,0,0,0
278-heidelberg,24,25,25,25,25,13,25,25,25,26,27,27,25,25,25,25,26,25,26,0,0,0,0,0,0
27854-minn-crookston,29,29,28,29,23,16,27,29,27,28,28,28,25,26,26,0,0,0,0,0,0,0,0,0,0
27892-farmingdale-st,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279-lehman,28,26,26,26,20,0,25,24,27,26,28,26,27,26,27,0,0,0,0,0,0,0,0,0,0
28-arizona-state,0,32,31,28,26,24,31,33,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280-hillsdale,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807-roosevelt,28,27,29,0,26,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
281-hiram,25,27,26,26,25,4,26,26,26,26,26,26,25,26,26,0,0,0,0,0,0,0,0,0,0
2810-st-thomas-tx,24,24,25,24,22,8,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814-washburn,32,31,29,28,30,24,30,30,30,29,29,28,27,29,34,0,0,0,0,0,0,0,0,0,0
283-hofstra,33,30,32,32,28,20,30,33,30,31,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0
284-hollins,26,24,24,24,20,0,26,25,26,26,25,26,26,26,25,25,0,0,0,0,0,0,0,0,0
285-holy-cross,33,31,34,33,31,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28593-birmingham-southern,0,26,26,26,23,17,26,26,26,28,28,26,25,26,26,24,0,0,0,0,0,0,0,0,0
286-hope,30,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28600-lipscomb,30,32,30,32,30,22,30,29,31,30,30,29,30,29,29,0,0,0,0,0,0,0,0,0,0
287-houston-baptist,0,0,0,0,27,22,29,28,28,28,29,33,29,1,0,0,0,0,0,0,0,0,0,0,0
287-houston-christian,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28749-transylvania,29,28,32,33,28,20,28,30,27,28,25,28,29,27,27,28,25,5,3,4,0,0,0,0,0
28755-florida-gulf-coast,32,34,34,37,33,29,33,33,36,35,39,34,34,34,32,32,31,31,31,35,31,0,0,0,0
288-houston,30,30,30,31,34,25,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-arizona,30,33,34,32,29,27,31,37,30,30,32,30,30,30,32,33,31,31,30,0,0,0,0,0,0
290-howard,34,34,31,30,31,19,31,31,30,29,31,31,26,28,0,0,2,0,0,0,0,0,0,0,0
291-cal-poly-humboldt,29,28,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291-humboldt-st,0,0,0,0,23,0,28,27,32,27,28,29,26,28,27,0,0,0,0,0,0,0,0,0,0
2915-wofford,29,29,30,32,31,24,30,31,30,29,29,30,29,29,31,30,29,29,31,29,28,0,0,0,0
292-hunter,28,28,27,29,24,0,28,28,28,26,27,27,30,27,27,0,0,0,0,0,0,0,0,0,0
294-idaho-st,30,31,30,30,31,26,31,31,32,33,33,30,31,31,32,30,0,0,0,0,0,0,0,0,0
295-idaho,35,30,31,30,32,24,31,34,33,34,34,29,34,0,0,0,0,0,0,0,0,0,0,0,0
296-benedictine-il,26,27,26,25,27,7,28,25,27,26,26,28,26,22,26,0,0,0,0,0,0,0,0,0,0
297-illinois-col,25,25,26,26,21,12,25,25,24,23,23,24,23,23,0,0,0,0,0,0,0,0,0,0,0
299-illinois-state,38,34,34,33,33,25,29,31,30,31,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
3-adelphi,26,30,29,26,24,0,30,28,30,32,30,32,31,28,26,0,0,0,0,0,0,0,0,0,0
30-arkansas-st,37,32,30,32,28,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300-ill-wesleyan,29,30,29,27,29,10,29,28,29,28,27,25,27,26,33,31,30,31,27,28,27,11,25,29,25
30002-trevecca-nazarene,29,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30013-lee,28,32,32,33,33,23,30,32,32,31,30,31,31,0,0,0,0,0,0,0,0,0,0,0,0
30024-utah-valley,31,32,29,30,31,20,28,30,30,31,31,30,30,30,30,29,32,27,28,28,27,0,0,0,0
30028-texas-tyler,33,30,36,35,28,14,26,24,26,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30029-purchase,25,25,25,0,24,0,25,27,25,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30031-northwestern-st-paul,24,30,26,28,29,23,26,27,27,28,31,31,28,26,25,0,0,0,0,0,0,0,0,0,0
30032-finlandia,0,0,0,24,23,6,27,25,26,23,27,23,23,25,0,0,0,0,0,0,0,0,0,0,0
30035-crown-mn,32,27,31,25,21,6,25,25,25,25,25,24,23,21,22,0,0,0,0,0,0,0,0,0,0
30036-mount-aloysius,26,27,26,26,25,2,25,26,25,26,26,24,28,0,0,0,0,0,0,0,0,0,0,0,0
30037-trine,29,29,30,30,32,17,29,29,30,28,27,25,25,26,0,0,0,0,0,0,0,0,0,0,0
30038-bethany-lutheran,26,26,25,25,27,7,27,28,27,27,26,25,25,25,26,0,0,0,0,0,0,0,0,0,0
30039-north-central-mn,31,31,29,32,29,22,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30040-me-presque-isle,24,23,25,26,23,5,24,25,22,24,24,24,25,25,23,0,0,0,0,0,0,0,0,0,0
30041-salem-nc,22,22,25,23,24,0,24,25,25,25,26,20,26,28,21,25,23,25,19,0,0,0,0,0,0
30044-penn-st-berks,25,23,23,22,23,0,26,22,22,22,24,24,23,24,24,26,29,28,25,26,0,0,0,0,0
30045-palm-beach-atl,29,29,29,26,27,11,27,26,26,26,26,26,26,25,26,28,24,31,27,0,0,0,0,0,0
30047-keystone,24,26,25,26,26,0,28,27,25,25,24,27,25,27,25,0,0,0,0,0,0,0,0,0,0
30049-central-st-oh,29,27,28,27,24,0,30,29,29,28,29,30,6,0,0,0,0,0,0,0,0,0,0,0,0
30050-ill-springfield,6,28,29,28,28,21,28,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
30050-illinois-springfield,28,28,29,28,28,21,28,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
30051-king-tn,28,29,29,30,26,17,29,28,30,31,31,29,28,27,25,30,0,0,0,0,0,0,0,0,0
30052-north-georgia,32,34,29,30,33,20,31,35,34,29,29,30,30,30,26,28,0,0,0,0,0,0,0,0,0
30054-newman,28,28,28,28,28,22,28,31,29,29,27,26,27,27,29,0,0,0,0,0,0,0,0,0,0
30055-cal-st-monterey-bay,28,28,27,27,19,0,24,26,27,27,27,27,25,29,30,0,0,0,0,0,0,0,0,0,0
30056-notre-dame-de-namur,0,0,0,0,0,0,28,26,28,28,28,27,26,26,26,0,0,0,0,0,0,0,0,0,0
30058-claflin,25,26,28,26,26,0,27,29,30,27,28,28,28,2,0,0,0,0,0,0,0,0,0,0,0
30063-seton-hill,31,31,29,32,32,0,29,30,30,29,29,29,27,32,0,0,0,0,0,0,0,0,0,0,0
30064-saint-vincent,28,26,25,27,22,10,26,27,29,28,28,27,29,0,0,0,0,0,0,0,0,0,0,0,0
30065-nvu-lyndon,26,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30067-suny-morrisville,25,25,26,28,27,0,28,26,26,28,27,28,25,25,25,0,0,0,0,0,0,0,0,0,0
30069-franciscan,25,25,25,24,24,10,25,24,23,24,24,25,23,25,24,22,0,16,0,0,0,0,0,0,0
30072-st-josephs-brkln,25,24,25,24,24,0,28,26,26,25,26,29,28,27,27,0,30,26,0,0,0,0,0,0,0
30073-william-smith,25,25,25,25,25,0,26,26,26,26,24,24,26,27,25,27,24,25,29,28,28,28,26,24,27
30075-mary,33,28,33,27,30,14,33,18,5,0,31,29,27,30,29,26,27,0,0,0,0,0,0,0,0
30080-point-park,27,28,28,27,25,0,3,3,1,0,0,4,2,1,5,3,0,1,0,0,0,0,0,0,0
30081-penn-st-harrisburg,27,27,29,27,25,0,26,26,25,25,25,25,25,25,26,26,27,25,23,0,0,0,0,0,0
30083-suny-cobleskill,26,29,27,26,25,2,26,25,25,26,25,23,24,23,0,0,0,0,0,0,0,0,0,0,0
30084-geneva,26,25,28,26,25,10,24,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30085-lancaster-bible,27,25,25,24,25,11,26,25,26,29,29,30,30,29,0,0,0,0,0,0,0,0,0,0,0
30088-tex-permian-basin,29,29,31,28,28,18,28,27,28,27,29,28,0,1,0,0,0,0,0,0,0,0,0,0,0
30090-texas-a&m-international,26,28,32,30,29,16,28,27,28,27,27,26,28,26,0,0,0,0,0,0,0,0,0,0,0
30092-flagler,28,28,29,28,29,14,26,29,27,26,27,26,27,28,26,26,27,29,30,29,29,27,0,0,0
30093-aum,28,28,30,28,25,15,28,28,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30094-brevard-college,28,26,26,26,26,12,24,25,25,26,26,26,26,26,26,28,27,27,27,0,0,0,0,0,0
30095-dixie-st,0,0,0,6,29,3,30,26,27,26,26,26,28,28,26,28,25,27,27,28,0,0,0,0,0
30095-utah-tech,29,31,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301-illinois,34,32,34,32,27,23,30,30,31,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,0
30105-ark-fort-smith,28,29,29,28,25,9,29,28,31,29,29,29,26,26,0,0,0,0,0,0,0,0,0,0,0
30111-covenant,25,24,24,26,22,23,26,26,26,25,25,0,25,24,19,12,3,1,0,0,0,0,0,0,0
30114-penn-st-abington,27,26,28,24,24,0,23,26,26,26,25,28,21,25,24,0,0,0,0,0,0,0,0,0,0
30118-dominican-ca,29,34,30,29,28,7,28,28,30,28,29,26,27,26,28,0,0,0,0,0,0,0,0,0,0
30119-ohio-dominican,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30120-william-jewell,26,26,28,30,26,23,28,27,26,27,29,27,27,28,8,0,0,0,0,0,0,0,0,0,0
30123-academy-of-art,0,28,26,25,29,7,26,25,28,28,33,29,31,32,0,0,0,0,0,0,0,0,0,0,0
30124-cedarville,31,29,27,26,29,25,29,30,30,30,30,31,28,30,0,0,0,0,0,0,0,0,0,0,0
30125-minot-st,30,30,32,28,26,14,27,29,27,29,29,29,28,27,26,0,0,0,0,0,0,0,0,0,0
30126-notre-dame-oh,0,0,30,29,29,18,31,29,32,28,30,32,27,26,28,0,0,0,0,0,0,0,0,0,0
30127-simon-fraser,29,27,31,23,26,0,31,28,29,34,27,28,30,31,0,0,0,0,0,0,0,0,0,0,0
30128-sioux-falls,29,31,27,28,28,14,32,31,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30134-black-hills-st,29,29,27,31,28,23,28,27,32,26,29,27,29,26,23,32,0,0,0,0,0,0,0,0,0
30135-california-baptist,34,31,32,35,32,27,31,30,29,38,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0
30136-lindenwood-mo,33,33,28,26,27,20,28,29,33,30,29,27,27,25,27,0,0,0,0,0,0,0,0,0,0
30137-malone,32,30,30,31,27,21,30,29,26,30,27,26,31,26,0,0,0,0,0,0,0,0,0,0,0
30138-mckendree,27,26,29,28,26,21,28,28,26,28,29,26,23,26,30,0,0,0,0,0,0,0,0,0,0
30139-south-dakota-mines,28,27,28,28,28,19,27,26,29,28,24,24,26,25,25,29,30,29,29,31,29,32,0,0,0
30140-ursuline,27,28,28,29,26,21,28,28,29,31,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0
30141-walsh,30,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30146-azusa-pacific,33,29,33,31,29,17,30,34,32,30,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0
30147-fresno-pacific,27,28,30,27,24,12,30,29,28,28,25,25,26,25,0,0,0,0,0,0,0,0,0,0,0
30149-point-loma,30,31,31,30,29,14,29,30,30,30,29,32,28,0,0,0,0,0,0,0,0,0,0,0,0
30150-roberts-wesleyan,24,24,24,23,30,19,28,32,30,34,36,27,29,30,35,0,0,0,0,0,0,0,0,0,0
30151-shorter,29,28,28,27,22,20,26,27,26,26,28,30,26,0,0,0,0,0,0,0,0,0,0,0,0
30152-southern-nazarene,27,31,33,32,30,20,27,30,26,27,25,26,26,31,34,0,0,0,0,0,0,0,0,0,0
30153-union-tn,35,36,33,31,31,25,31,31,36,29,32,32,31,31,0,0,0,0,0,0,0,0,0,0,0
30154-young-harris,30,31,30,29,27,12,29,28,29,26,26,26,26,26,26,24,0,0,0,0,0,0,0,0,0
30160-houghton,31,29,28,29,25,3,25,25,26,25,25,25,25,26,0,0,0,0,0,0,0,0,0,0,0
30163-sarah-lawrence,26,25,25,23,23,4,25,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30164-southern-va,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30165-suny-canton,26,27,27,26,25,4,25,26,26,25,24,22,24,21,22,0,0,0,0,0,0,0,0,0,0
30166-valley-forge,22,24,24,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30170-alfred-st,27,26,25,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30171-berea,26,26,28,29,28,0,29,28,27,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0
30174-daemen,30,30,31,25,27,17,28,28,29,26,26,29,26,33,31,0,0,0,0,0,0,0,0,0,0
30175-holy-names,0,0,0,27,26,0,26,28,28,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30177-lubbock-christian,31,37,31,35,35,23,31,37,33,30,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0
30178-northwestern-okla,32,30,31,26,29,20,28,30,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30179-okla-christian,27,26,26,26,23,15,27,28,28,29,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0
30180-rogers-st,28,28,28,28,28,22,28,28,27,28,26,26,26,34,34,33,32,32,31,0,0,0,0,0,0
30181-uva-wise,29,28,29,29,28,20,28,29,27,32,28,30,28,0,0,0,0,0,0,0,0,0,0,0,0
30188-bryn-athyn,0,28,25,24,23,4,25,24,25,26,26,25,22,0,0,0,0,0,0,0,0,0,0,0,0
30190-penn-college,27,26,26,26,23,0,24,25,24,25,22,25,25,0,0,0,0,0,0,0,0,0,0,0,0
30192-southern-wesleyan,28,28,29,29,28,17,27,28,25,25,28,31,33,3,4,2,0,0,0,0,0,0,0,0,0
30193-emmanuel-ga,28,28,28,24,28,17,30,31,30,30,32,30,37,0,0,0,0,0,0,0,0,0,0,0,0
30197-belhaven,26,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30198-cal-st-san-marcos,27,28,34,31,26,0,30,28,26,25,25,32,33,32,33,0,0,0,0,0,0,0,0,0,0
30199-concordia-ca,28,27,27,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302-illinois-chicago,32,33,34,36,27,19,29,29,30,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30202-okla-baptist,28,29,29,30,28,21,28,28,29,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30209-westminster-ut,26,27,28,30,26,19,31,30,26,26,26,29,29,33,32,35,34,34,33,0,0,0,0,0,0
30219-dean,25,25,24,23,19,0,25,26,25,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30220-biola,27,29,29,28,29,13,30,28,26,31,31,33,31,33,33,0,0,0,0,0,0,0,0,0,0
30221-davenport,28,28,28,28,28,20,28,27,28,35,34,33,36,37,35,38,34,34,34,0,0,0,0,0,0
30222-purdue-northwest,28,28,29,29,26,19,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30236-warren-wilson,25,24,26,13,23,7,22,29,26,29,29,28,26,18,0,0,0,0,0,0,0,0,0,0,0
30240-allen,28,27,27,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30243-asbury,31,31,29,30,28,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30244-edward-waters,29,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30259-usc-beaufort,28,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30260-westmont,30,29,28,29,31,16,30,32,33,34,33,34,30,33,35,30,31,31,30,30,30,29,31,33,11
30262-jessup,27,28,29,26,30,18,32,31,29,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30263-vanguard,31,26,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30266-uc-merced,29,26,27,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
